feature,level,n,wins,places,win_rate_pct,place_rate_pct,win_lift,place_lift
檔位,1,9027,920,2626,10.2,29.1,1.262,1.211
檔位,2,9030,848,2431,9.4,26.9,1.163,1.121
檔位,3,9031,823,2374,9.1,26.3,1.129,1.095
檔位,4,9031,762,2290,8.4,25.4,1.045,1.056
檔位,5,9034,773,2309,8.6,25.6,1.061,1.063
檔位,6,8999,721,2177,8.0,24.2,0.997,1.008
檔位,7,8940,660,2117,7.4,23.7,0.925,0.989
檔位,8,8840,638,2011,7.2,22.8,0.913,0.959
檔位,9,8666,599,1883,6.9,21.7,0.884,0.927
檔位,10,8432,601,1787,7.1,21.2,0.923,0.915
檔位,11,8069,526,1635,6.5,20.3,0.856,0.887
檔位,12,7568,550,1561,7.3,20.6,0.967,0.915
檔位,13,5766,341,1038,5.9,18.0,0.816,0.828
檔位,14,5171,335,932,6.5,18.0,0.901,0.836
出馬數,5,95,19,38,20.0,40.0,1.0,1.0
出馬數,6,378,63,126,16.7,33.3,1.0,1.0
出馬數,7,770,110,330,14.3,42.9,1.0,1.0
出馬數,8,1360,170,510,12.5,37.5,1.0,1.0
出馬數,9,2205,245,737,11.1,33.4,1.0,1.003
出馬數,10,3900,391,1171,10.0,30.0,1.003,1.001
出馬數,11,6512,592,1777,9.1,27.3,1.0,1.001
出馬數,12,20964,1752,5245,8.4,25.0,1.003,1.001
出馬數,13,12519,964,2890,7.7,23.1,1.001,1.0
出馬數,14,66878,4785,14347,7.2,21.4,1.002,1.001
生涯第幾戰,1,7544,507,1319,6.7,17.5,0.851,0.745
生涯第幾戰,2,6665,498,1335,7.5,20.0,0.96,0.863
生涯第幾戰,3,6207,484,1345,7.8,21.7,1.006,0.934
生涯第幾戰,4,5779,492,1281,8.5,22.2,1.106,0.963
生涯第幾戰,5,5324,470,1277,8.8,24.0,1.147,1.04
生涯第幾戰,6,4940,405,1193,8.2,24.2,1.063,1.045
生涯第幾戰,7,4657,440,1226,9.4,26.3,1.225,1.14
生涯第幾戰,8,4345,418,1186,9.6,27.3,1.243,1.178
生涯第幾戰,9,4070,383,1118,9.4,27.5,1.212,1.181
生涯第幾戰,10,3908,401,1096,10.3,28.1,1.314,1.2
生涯第幾戰,11,3652,342,1079,9.4,29.6,1.203,1.266
生涯第幾戰,12,3511,326,993,9.3,28.3,1.188,1.209
生涯第幾戰,13,3331,292,943,8.8,28.3,1.112,1.201
生涯第幾戰,14,3143,261,847,8.3,27.0,1.05,1.14
生涯第幾戰,15,2966,262,842,8.8,28.4,1.115,1.198
生涯第幾戰,16,2836,278,775,9.8,27.3,1.236,1.155
生涯第幾戰,17,2712,221,710,8.2,26.2,1.028,1.107
生涯第幾戰,18,2570,225,717,8.8,27.9,1.103,1.175
生涯第幾戰,19,2451,186,626,7.6,25.5,0.944,1.064
生涯第幾戰,20,2312,186,561,8.0,24.3,1.006,1.016
生涯第幾戰,21,2231,165,521,7.4,23.4,0.927,0.98
生涯第幾戰,22,2080,147,467,7.1,22.4,0.886,0.941
生涯第幾戰,23,1997,141,450,7.1,22.5,0.887,0.946
生涯第幾戰,24,1869,123,411,6.6,22.0,0.822,0.922
生涯第幾戰,25,1823,128,420,7.0,23.0,0.88,0.967
生涯第幾戰,26,1647,104,359,6.3,21.8,0.786,0.91
生涯第幾戰,27,1579,123,354,7.8,22.4,0.977,0.94
生涯第幾戰,28,1493,95,300,6.4,20.1,0.789,0.836
生涯第幾戰,29,1375,80,272,5.8,19.8,0.725,0.825
生涯第幾戰,30,1332,67,266,5.0,20.0,0.629,0.838
生涯第幾戰,31,1231,70,235,5.7,19.1,0.709,0.798
生涯第幾戰,32,1135,66,211,5.8,18.6,0.727,0.779
生涯第幾戰,33,1054,60,204,5.7,19.4,0.719,0.818
生涯第幾戰,34,1037,69,218,6.6,21.0,0.834,0.881
生涯第幾戰,35,918,50,164,5.4,17.9,0.678,0.745
生涯第幾戰,36,833,47,164,5.6,19.7,0.705,0.824
生涯第幾戰,37,799,31,133,3.9,16.7,0.487,0.7
生涯第幾戰,38,732,36,136,4.9,18.6,0.625,0.788
生涯第幾戰,39,633,30,102,4.7,16.1,0.598,0.68
生涯第幾戰,40,572,31,116,5.4,20.3,0.68,0.851
生涯第幾戰,41,556,29,107,5.2,19.2,0.654,0.807
生涯第幾戰,42,515,32,104,6.2,20.2,0.777,0.844
生涯第幾戰,43,473,36,98,7.6,20.7,0.958,0.872
生涯第幾戰,44,438,31,87,7.1,19.9,0.885,0.829
生涯第幾戰,45,405,17,64,4.2,15.8,0.536,0.675
生涯第幾戰,46,349,18,58,5.2,16.6,0.66,0.71
生涯第幾戰,47,333,18,49,5.4,14.7,0.684,0.623
生涯第幾戰,48,309,19,68,6.2,22.0,0.784,0.94
生涯第幾戰,49,271,17,52,6.3,19.2,0.8,0.821
生涯第幾戰,50,269,11,49,4.1,18.2,0.517,0.77
生涯第幾戰,51,237,15,52,6.3,21.9,0.801,0.925
生涯第幾戰,52,219,15,46,6.8,21.0,0.885,0.907
生涯第幾戰,53,208,15,38,7.2,18.3,0.926,0.782
生涯第幾戰,54,189,10,29,5.3,15.3,0.69,0.667
生涯第幾戰,55,164,11,31,6.7,18.9,0.866,0.814
生涯第幾戰,56,140,8,19,5.7,13.6,0.738,0.584
生涯第幾戰,57,112,8,28,7.1,25.0,0.909,1.06
生涯第幾戰,58,113,2,18,1.8,15.9,0.225,0.674
生涯第幾戰,59,103,3,14,2.9,13.6,0.376,0.584
生涯第幾戰,60,82,2,11,2.4,13.4,0.318,0.583
生涯第幾戰,61,78,3,14,3.8,18.0,0.482,0.75
生涯第幾戰,62,68,4,9,5.9,13.2,0.763,0.572
生涯第幾戰,63,59,2,13,3.4,22.0,0.426,0.935
生涯第幾戰,64,67,3,17,4.5,25.4,0.575,1.086
生涯第幾戰,65,52,1,15,1.9,28.8,0.244,1.219
生涯第幾戰,66,55,2,13,3.6,23.6,0.473,1.024
生涯第幾戰,67,47,4,9,8.5,19.2,1.099,0.824
生涯第幾戰,68,45,4,11,8.9,24.4,1.149,1.053
生涯第幾戰,69,31,3,11,9.7,35.5,1.25,1.527
生涯第幾戰,70,41,1,11,2.4,26.8,0.315,1.154
生涯第幾戰,72,32,3,8,9.4,25.0,1.255,1.116
上仗名次,1,9168,1656,3943,18.1,43.0,2.24,1.789
上仗名次,2,8937,1362,3613,15.2,40.4,1.917,1.703
上仗名次,3,8812,1037,3047,11.8,34.6,1.481,1.456
上仗名次,4,8838,880,2611,10.0,29.5,1.258,1.249
上仗名次,5,8840,752,2404,8.5,27.2,1.079,1.154
上仗名次,6,8712,589,1973,6.8,22.7,0.859,0.963
上仗名次,7,8686,512,1794,5.9,20.6,0.752,0.881
上仗名次,8,8517,453,1556,5.3,18.3,0.679,0.78
上仗名次,9,8336,367,1372,4.4,16.5,0.565,0.705
上仗名次,10,8066,326,1149,4.0,14.2,0.52,0.613
上仗名次,11,7778,274,999,3.5,12.8,0.456,0.555
上仗名次,12,6845,210,782,3.1,11.4,0.397,0.494
上仗名次,13,3639,94,349,2.6,9.6,0.336,0.416
上仗名次,14,2887,78,260,2.7,9.0,0.354,0.393
月份,1,12954,1005,3007,7.8,23.2,1.001,1.001
月份,2,10023,787,2347,7.8,23.4,1.003,1.0
月份,3,11628,914,2723,7.9,23.4,1.003,1.001
月份,4,10364,828,2471,8.0,23.8,1.0,1.001
月份,5,13129,1047,3117,8.0,23.7,1.002,1.0
月份,6,10877,857,2551,7.9,23.4,1.001,1.001
月份,7,7002,535,1602,7.6,22.9,1.002,1.002
月份,9,7700,635,1901,8.2,24.7,1.0,1.001
月份,10,11023,874,2620,7.9,23.8,1.001,1.001
月份,11,10487,810,2417,7.7,23.0,1.005,1.0
月份,12,10418,805,2415,7.7,23.2,1.0,1.001
路程(米),1000,9882,791,2337,8.0,23.6,1.005,1.001
路程(米),1200,36322,2955,8835,8.1,24.3,1.002,1.001
路程(米),1400,32636,2447,7319,7.5,22.4,1.001,1.001
路程(米),1600,16128,1260,3767,7.8,23.4,1.001,1.001
路程(米),1650,7270,562,1680,7.7,23.1,1.002,1.0
路程(米),1800,8704,682,2043,7.8,23.5,1.0,1.001
路程(米),2000,3845,321,961,8.4,25.0,1.0,1.001
路程(米),2200,267,23,65,8.6,24.3,1.045,1.0
路程(米),2400,551,56,164,10.2,29.8,1.0,1.006
之前戰沙田次數,0,9161,600,1564,6.6,17.1,0.834,0.73
之前戰沙田次數,1,8254,565,1597,6.8,19.4,0.881,0.835
之前戰沙田次數,2,7672,569,1590,7.4,20.7,0.959,0.896
之前戰沙田次數,3,7172,585,1579,8.2,22.0,1.058,0.954
之前戰沙田次數,4,6702,575,1627,8.6,24.3,1.111,1.05
之前戰沙田次數,5,6232,543,1620,8.7,26.0,1.126,1.121
之前戰沙田次數,6,5769,548,1560,9.5,27.0,1.227,1.166
之前戰沙田次數,7,5376,502,1486,9.3,27.6,1.204,1.19
之前戰沙田次數,8,4978,437,1355,8.8,27.2,1.124,1.164
之前戰沙田次數,9,4617,441,1287,9.6,27.9,1.222,1.192
之前戰沙田次數,10,4307,385,1201,8.9,27.9,1.141,1.189
之前戰沙田次數,11,3954,359,1104,9.1,27.9,1.155,1.188
之前戰沙田次數,12,3632,334,1011,9.2,27.8,1.162,1.176
之前戰沙田次數,13,3357,279,878,8.3,26.2,1.05,1.106
